3106705EX;2025-01
CONTA;IC1;TIPO1;IC2;TIPO2;IC3;TIPO3;IC4;TIPO4;IC5;TIPO5;IC6;TIPO6;Valor;Tipo_valor;Natureza_valor
452140400;10131;PO;;;;;;;;;;;80480.52;period_change;C
452140400;10131;PO;;;;;;;;;;;80480.52;ending_balance;C
452430000;10131;PO;;;;;;;;;;;646215.43;period_change;C
452430000;10131;PO;;;;;;;;;;;646215.43;ending_balance;C
462210105;10131;PO;;;;;;;;;;;22000.00;period_change;C
462210105;10131;PO;;;;;;;;;;;22000.00;ending_balance;C
499510000;10131;PO;;;;;;;;;;;339.72;period_change;D
499510000;10131;PO;;;;;;;;;;;1363920.47;period_change;C
499510000;10131;PO;;;;;;;;;;;1363580.75;ending_balance;C
499610200;10131;PO;;;;;;;;;;;0.04;period_change;D
499610200;10131;PO;;;;;;;;;;;3703802.57;period_change;C
499610200;10131;PO;;;;;;;;;;;3703802.53;ending_balance;C
521110000;10131;PO;1501;FR;;;19999922;NR;;;;;50000.00;period_change;D
521110000;10131;PO;1501;FR;;;19999922;NR;;;;;50000.00;ending_balance;D
521110000;10131;PO;1501;FR;;;19999923;NR;;;;;8664000.00;period_change;D
521110000;10131;PO;1501;FR;;;19999923;NR;;;;;8664000.00;ending_balance;D
521110000;10131;PO;1500;FR;;;19999924;NR;;;;;64000.00;period_change;D
521110000;10131;PO;1500;FR;;;19999924;NR;;;;;64000.00;ending_balance;D
521110000;10131;PO;1501;FR;;;19999924;NR;;;;;13000.00;period_change;D
521110000;10131;PO;1501;FR;;;19999924;NR;;;;;13000.00;ending_balance;D
521110000;10131;PO;1501;FR;;;19999931;NR;;;;;10000.00;period_change;D
521110000;10131;PO;1501;FR;;;19999931;NR;;;;;10000.00;ending_balance;D
521110000;10131;PO;1700;FR;;;24149901;NR;;;;;32801000.00;period_change;D
521110000;10131;PO;1700;FR;;;24149901;NR;;;;;32801000.00;ending_balance;D
521110000;10131;PO;1500;FR;;;19999921;NR;;;;;46000.00;period_change;D
521110000;10131;PO;1500;FR;;;19999921;NR;;;;;46000.00;ending_balance;D
521110000;10131;PO;1501;FR;;;19999921;NR;;;;;4623000.00;period_change;D
521110000;10131;PO;1501;FR;;;19999921;NR;;;;;4623000.00;ending_balance;D
521110000;10131;PO;1501;FR;;;17195801;NR;;;;;7108000.00;period_change;D
521110000;10131;PO;1501;FR;;;17195801;NR;;;;;7108000.00;ending_balance;D
521110000;10131;PO;1500;FR;;;17215001;NR;;;;;1051120000.00;period_change;D
521110000;10131;PO;1500;FR;;;17215001;NR;;;;;1051120000.00;ending_balance;D
521110000;10131;PO;1500;FR;;;17215101;NR;;;;;108675000.00;period_change;D
521110000;10131;PO;1500;FR;;;17215101;NR;;;;;108675000.00;ending_balance;D
521110000;10131;PO;1500;FR;;;17215201;NR;;;;;11895000.00;period_change;D
521110000;10131;PO;1500;FR;;;17215201;NR;;;;;11895000.00;ending_balance;D
521110000;10131;PO;1750;FR;;;17215301;NR;;;;;172000.00;period_change;D
521110000;10131;PO;1750;FR;;;17215301;NR;;;;;172000.00;ending_balance;D
521110000;10131;PO;1759;FR;;;17599901;NR;;;;;9300000.00;period_change;D
521110000;10131;PO;1759;FR;;;17599901;NR;;;;;9300000.00;ending_balance;D
521110000;10131;PO;1501;FR;;;19110101;NR;;;;;111000.00;period_change;D
521110000;10131;PO;1501;FR;;;19110101;NR;;;;;111000.00;ending_balance;D
521110000;10131;PO;1501;FR;;;16110101;NR;;;;;468000.00;period_change;D
521110000;10131;PO;1501;FR;;;16110101;NR;;;;;468000.00;ending_balance;D
521110000;10131;PO;1500;FR;;;19110901;NR;;;;;37000.00;period_change;D
521110000;10131;PO;1500;FR;;;19110901;NR;;;;;37000.00;ending_balance;D
521110000;10131;PO;1501;FR;;;19220631;NR;;;;;236000.00;period_change;D
521110000;10131;PO;1501;FR;;;19220631;NR;;;;;236000.00;ending_balance;D
521110000;10131;PO;1501;FR;;;19229901;NR;;;;;17790000.00;period_change;D
521110000;10131;PO;1501;FR;;;19229901;NR;;;;;17790000.00;ending_balance;D
521110000;10131;PO;1500;FR;;;11125001;NR;;;;;105225000.00;period_change;D
521110000;10131;PO;1500;FR;;;11125001;NR;;;;;105225000.00;ending_balance;D
521110000;10131;PO;1500;FR;;;11125002;NR;;;;;1586000.00;period_change;D
521110000;10131;PO;1500;FR;;;11125002;NR;;;;;1586000.00;ending_balance;D
521110000;10131;PO;1500;FR;;;11125003;NR;;;;;13436000.00;period_change;D
521110000;10131;PO;1500;FR;;;11125003;NR;;;;;13436000.00;ending_balance;D
521110000;10131;PO;1500;FR;;;11125301;NR;;;;;21675000.00;period_change;D
521110000;10131;PO;1500;FR;;;11125301;NR;;;;;21675000.00;ending_balance;D
521110000;10131;PO;1500;FR;;;11130311;NR;;;;;140879000.00;period_change;D
521110000;10131;PO;1500;FR;;;11130311;NR;;;;;140879000.00;ending_balance;D
521110000;10131;PO;1500;FR;;;11130341;NR;;;;;1869000.00;period_change;D
521110000;10131;PO;1500;FR;;;11130341;NR;;;;;1869000.00;ending_balance;D
521110000;10131;PO;1500;FR;;;11145111;NR;;;;;198456000.00;period_change;D
521110000;10131;PO;1500;FR;;;11145111;NR;;;;;198456000.00;ending_balance;D
521110000;10131;PO;1500;FR;;;11145112;NR;;;;;3500000.00;period_change;D
521110000;10131;PO;1500;FR;;;11145112;NR;;;;;3500000.00;ending_balance;D
521110000;10131;PO;1500;FR;;;11145113;NR;;;;;2473000.00;period_change;D
521110000;10131;PO;1500;FR;;;11145113;NR;;;;;2473000.00;ending_balance;D
521110000;10131;PO;1501;FR;;;11210401;NR;;;;;1000.00;period_change;D
521110000;10131;PO;1501;FR;;;11210401;NR;;;;;1000.00;ending_balance;D
521110000;10131;PO;1501;FR;;;11215003;NR;;;;;2102000.00;period_change;D
521110000;10131;PO;1501;FR;;;11215003;NR;;;;;2102000.00;ending_balance;D
521110000;10131;PO;1501;FR;;;11220101;NR;;;;;2828000.00;period_change;D
521110000;10131;PO;1501;FR;;;11220101;NR;;;;;2828000.00;ending_balance;D
521110000;10131;PO;1501;FR;;;11210101;NR;;;;;13515000.00;period_change;D
521110000;10131;PO;1501;FR;;;11210101;NR;;;;;13515000.00;ending_balance;D
521110000;10131;PO;1501;FR;;;12415001;NR;;;;;1146000.00;period_change;D
521110000;10131;PO;1501;FR;;;12415001;NR;;;;;1146000.00;ending_balance;D
521110000;10131;PO;1751;FR;;;12415001;NR;;;;;42062000.00;period_change;D
521110000;10131;PO;1751;FR;;;12415001;NR;;;;;42062000.00;ending_balance;D
521110000;10131;PO;1500;FR;;;13210101;NR;;;;;16000000.00;period_change;D
521110000;10131;PO;1500;FR;;;13210101;NR;;;;;16000000.00;ending_balance;D
521110000;10131;PO;1501;FR;;;13210101;NR;;;;;6900000.00;period_change;D
521110000;10131;PO;1501;FR;;;13210101;NR;;;;;6900000.00;ending_balance;D
521110000;10131;PO;1501;FR;;;13220101;NR;;;;;3000.00;period_change;D
521110000;10131;PO;1501;FR;;;13220101;NR;;;;;3000.00;ending_balance;D
521110000;10131;PO;1501;FR;;;11315101;NR;;;;;1000.00;period_change;D
521110000;10131;PO;1501;FR;;;11315101;NR;;;;;1000.00;ending_balance;D
521110000;10131;PO;1501;FR;;;16999901;NR;;;;;5228000.00;period_change;D
521110000;10131;PO;1501;FR;;;16999901;NR;;;;;5228000.00;ending_balance;D
521110000;10131;PO;1500;FR;;;17115111;NR;;;;;175930000.00;period_change;D
521110000;10131;PO;1500;FR;;;17115111;NR;;;;;175930000.00;ending_balance;D
521110000;10131;PO;1500;FR;;;17115121;NR;;;;;18848000.00;period_change;D
521110000;10131;PO;1500;FR;;;17115121;NR;;;;;18848000.00;ending_balance;D
521110000;10131;PO;1500;FR;;;17115201;NR;;;;;180000.00;period_change;D
521110000;10131;PO;1500;FR;;;17115201;NR;;;;;180000.00;ending_balance;D
521110000;10131;PO;1708;FR;;;17125101;NR;;;;;1310000.00;period_change;D
521110000;10131;PO;1708;FR;;;17125101;NR;;;;;1310000.00;ending_balance;D
521110000;10131;PO;1720;FR;;;17125241;NR;;;;;2541000.00;period_change;D
521110000;10131;PO;1720;FR;;;17125241;NR;;;;;2541000.00;ending_balance;D
521110000;10131;PO;1501;FR;;;19991211;NR;;;;;7000.00;period_change;D
521110000;10131;PO;1501;FR;;;19991211;NR;;;;;7000.00;ending_balance;D
522110100;10131;PO;04123;FS;1500;FR;;;31901699;ND;;;10000.00;period_change;D
522110100;10131;PO;04123;FS;1500;FR;;;31901699;ND;;;10000.00;ending_balance;D
522110100;10131;PO;04123;FS;1500;FR;;;31909499;ND;;;100000.00;period_change;D
522110100;10131;PO;04123;FS;1500;FR;;;31909499;ND;;;100000.00;ending_balance;D
522110100;10131;PO;04123;FS;1500;FR;;;33900899;ND;;;2000.00;period_change;D
522110100;10131;PO;04123;FS;1500;FR;;;33900899;ND;;;2000.00;ending_balance;D
522110100;10131;PO;04123;FS;1500;FR;;;33901400;ND;;;2000.00;period_change;D
522110100;10131;PO;04123;FS;1500;FR;;;33901400;ND;;;2000.00;ending_balance;D
522110100;10131;PO;04123;FS;1500;FR;;;33903099;ND;;;20000.00;period_change;D
522110100;10131;PO;04123;FS;1500;FR;;;33903099;ND;;;20000.00;ending_balance;D
522110100;10131;PO;04123;FS;1500;FR;;;33903300;ND;;;1000.00;period_change;D
522110100;10131;PO;04123;FS;1500;FR;;;33903300;ND;;;1000.00;ending_balance;D
522110100;10131;PO;04123;FS;1500;FR;;;33903400;ND;;;1000.00;period_change;D
522110100;10131;PO;04123;FS;1500;FR;;;33903400;ND;;;1000.00;ending_balance;D
522110100;10131;PO;04123;FS;1500;FR;;;33903500;ND;;;1000.00;period_change;D
522110100;10131;PO;04123;FS;1500;FR;;;33903500;ND;;;1000.00;ending_balance;D
522110100;10131;PO;04123;FS;1500;FR;;;33903699;ND;;;120000.00;period_change;D
522110100;10131;PO;04123;FS;1500;FR;;;33903699;ND;;;120000.00;ending_balance;D
522110100;10131;PO;04123;FS;1500;FR;;;33903700;ND;;;1000.00;period_change;D
522110100;10131;PO;04123;FS;1500;FR;;;33903700;ND;;;1000.00;ending_balance;D
522110100;10131;PO;04123;FS;1500;FR;;;33903999;ND;;;700000.00;period_change;D
522110100;10131;PO;04123;FS;1500;FR;;;33903999;ND;;;700000.00;ending_balance;D
522110100;10131;PO;04123;FS;1500;FR;;;33904099;ND;;;1000.00;period_change;D
522110100;10131;PO;04123;FS;1500;FR;;;33904099;ND;;;1000.00;ending_balance;D
522110100;10131;PO;04123;FS;1500;FR;;;33904700;ND;;;15000.00;period_change;D
522110100;10131;PO;04123;FS;1500;FR;;;33904700;ND;;;15000.00;ending_balance;D
522110100;10131;PO;04123;FS;1500;FR;;;33909299;ND;;;1000.00;period_change;D
522110100;10131;PO;04123;FS;1500;FR;;;33909299;ND;;;1000.00;ending_balance;D
522110100;10131;PO;04123;FS;1500;FR;;;33909399;ND;;;1000.00;period_change;D
522110100;10131;PO;04123;FS;1500;FR;;;33909399;ND;;;1000.00;ending_balance;D
522110100;10131;PO;04129;FS;1500;FR;;;33903999;ND;;;1000.00;period_change;D
522110100;10131;PO;04129;FS;1500;FR;;;33903999;ND;;;1000.00;ending_balance;D
522110100;10131;PO;28843;FS;1500;FR;;;32902199;ND;;;8892000.00;period_change;D
522110100;10131;PO;28843;FS;1500;FR;;;32902199;ND;;;8892000.00;ending_balance;D
522110100;10131;PO;28843;FS;1501;FR;;;32902199;ND;;;1000.00;period_change;D
522110100;10131;PO;28843;FS;1501;FR;;;32902199;ND;;;1000.00;ending_balance;D
522110100;10131;PO;28843;FS;1500;FR;;;32902299;ND;;;1999000.00;period_change;D
522110100;10131;PO;28843;FS;1500;FR;;;32902299;ND;;;1999000.00;ending_balance;D
522110100;10131;PO;28843;FS;1501;FR;;;32902299;ND;;;753000.00;period_change;D
522110100;10131;PO;28843;FS;1501;FR;;;32902299;ND;;;753000.00;ending_balance;D
522110100;10131;PO;28843;FS;1500;FR;;;32910000;ND;;;14984000.00;period_change;D
522110100;10131;PO;28843;FS;1500;FR;;;32910000;ND;;;14984000.00;ending_balance;D
522110100;10131;PO;28843;FS;1501;FR;;;32910000;ND;;;9658000.00;period_change;D
522110100;10131;PO;28843;FS;1501;FR;;;32910000;ND;;;9658000.00;ending_balance;D
522110100;10131;PO;28843;FS;1500;FR;;;46907199;ND;;;1000.00;period_change;D
522110100;10131;PO;28843;FS;1500;FR;;;46907199;ND;;;1000.00;ending_balance;D
522110100;10131;PO;28843;FS;1501;FR;;;46907199;ND;;;9801000.00;period_change;D
522110100;10131;PO;28843;FS;1501;FR;;;46907199;ND;;;9801000.00;ending_balance;D
522110100;10131;PO;28843;FS;1500;FR;;;46910000;ND;;;1000.00;period_change;D
522110100;10131;PO;28843;FS;1500;FR;;;46910000;ND;;;1000.00;ending_balance;D
522110100;10131;PO;28843;FS;1501;FR;;;46910000;ND;;;18877000.00;period_change;D
522110100;10131;PO;28843;FS;1501;FR;;;46910000;ND;;;18877000.00;ending_balance;D
522110100;10131;PO;28846;FS;1500;FR;;;33904700;ND;;;5216000.00;period_change;D
522110100;10131;PO;28846;FS;1500;FR;;;33904700;ND;;;5216000.00;ending_balance;D
522110100;10131;PO;28846;FS;1501;FR;;;33904700;ND;;;15154000.00;period_change;D
522110100;10131;PO;28846;FS;1501;FR;;;33904700;ND;;;15154000.00;ending_balance;D
522110100;10131;PO;04129;FS;1500;FR;;;33903500;ND;;;1000.00;period_change;D
522110100;10131;PO;04129;FS;1500;FR;;;33903500;ND;;;1000.00;ending_balance;D
522110100;10131;PO;04129;FS;1501;FR;;;33903999;ND;;;10000.00;period_change;D
522110100;10131;PO;04129;FS;1501;FR;;;33903999;ND;;;10000.00;ending_balance;D
522110100;10131;PO;04129;FS;1501;FR;;;33904099;ND;;;3623000.00;period_change;D
522110100;10131;PO;04129;FS;1501;FR;;;33904099;ND;;;3623000.00;ending_balance;D
522110100;10131;PO;04129;FS;1500;FR;;;33909299;ND;;;1000.00;period_change;D
522110100;10131;PO;04129;FS;1500;FR;;;33909299;ND;;;1000.00;ending_balance;D
522110100;10131;PO;04129;FS;1501;FR;;;33909399;ND;;;150000.00;period_change;D
522110100;10131;PO;04129;FS;1501;FR;;;33909399;ND;;;150000.00;ending_balance;D
522110100;10131;PO;04129;FS;1500;FR;;;44903900;ND;;;1000.00;period_change;D
522110100;10131;PO;04129;FS;1500;FR;;;44903900;ND;;;1000.00;ending_balance;D
522110100;10131;PO;04123;FS;1500;FR;;;31901199;ND;;;13742000.00;period_change;D
522110100;10131;PO;04123;FS;1500;FR;;;31901199;ND;;;13742000.00;ending_balance;D
522110100;10131;PO;04123;FS;1500;FR;;;31900499;ND;;;1000.00;period_change;D
522110100;10131;PO;04123;FS;1500;FR;;;31900499;ND;;;1000.00;ending_balance;D
522110100;10131;PO;04123;FS;1500;FR;;;44905299;ND;;;5000.00;period_change;D
522110100;10131;PO;04123;FS;1500;FR;;;44905299;ND;;;5000.00;ending_balance;D
531100000;10131;PO;04129;FS;1501;FR;;;33904099;ND;2024;AI;287182.51;period_change;D
531100000;10131;PO;04129;FS;1501;FR;;;33904099;ND;2024;AI;287182.51;ending_balance;D
531100000;10131;PO;28846;FS;1500;FR;;;33904700;ND;2024;AI;1089266.37;period_change;D
531100000;10131;PO;28846;FS;1500;FR;;;33904700;ND;2024;AI;1089266.37;ending_balance;D
531100000;10131;PO;28846;FS;1501;FR;;;33904700;ND;2024;AI;1172111.40;period_change;D
531100000;10131;PO;28846;FS;1501;FR;;;33904700;ND;2024;AI;1172111.40;ending_balance;D
531700000;10131;PO;04129;FS;1501;FR;;;33904099;ND;2024;AI;287182.51;beginning_balance;D
531700000;10131;PO;04129;FS;1501;FR;;;33904099;ND;2024;AI;287182.51;period_change;C
531700000;10131;PO;28846;FS;1500;FR;;;33904700;ND;2024;AI;1089266.37;beginning_balance;D
531700000;10131;PO;28846;FS;1500;FR;;;33904700;ND;2024;AI;1089266.37;period_change;C
531700000;10131;PO;28846;FS;1501;FR;;;33904700;ND;2024;AI;1172111.40;beginning_balance;D
531700000;10131;PO;28846;FS;1501;FR;;;33904700;ND;2024;AI;1172111.40;period_change;C
532100000;10131;PO;04123;FS;1500;FR;;;31901199;ND;2024;AI;63105.91;period_change;D
532100000;10131;PO;04123;FS;1500;FR;;;31901199;ND;2024;AI;63105.91;ending_balance;D
532100000;10131;PO;04129;FS;1501;FR;;;33909399;ND;2024;AI;1972.85;period_change;D
532100000;10131;PO;04129;FS;1501;FR;;;33909399;ND;2024;AI;1972.85;ending_balance;D
532100000;10131;PO;04123;FS;1500;FR;;;33904700;ND;2024;AI;1816.00;period_change;D
532100000;10131;PO;04123;FS;1500;FR;;;33904700;ND;2024;AI;1816.00;ending_balance;D
532700000;10131;PO;04123;FS;1500;FR;;;33904700;ND;2024;AI;1816.00;beginning_balance;D
532700000;10131;PO;04123;FS;1500;FR;;;33904700;ND;2024;AI;1816.00;period_change;C
532700000;10131;PO;04123;FS;1500;FR;;;31901199;ND;2024;AI;63105.91;beginning_balance;D
532700000;10131;PO;04123;FS;1500;FR;;;31901199;ND;2024;AI;63105.91;period_change;C
532700000;10131;PO;04129;FS;1501;FR;;;33909399;ND;2024;AI;1972.85;beginning_balance;D
532700000;10131;PO;04129;FS;1501;FR;;;33909399;ND;2024;AI;1972.85;period_change;C
621100000;10131;PO;1500;FR;;;17215201;NR;;;;;3033296.80;period_change;D
621100000;10131;PO;1500;FR;;;17215201;NR;;;;;12113098.93;period_change;C
621100000;10131;PO;1500;FR;;;17215201;NR;;;;;9079802.13;ending_balance;C
621100000;10131;PO;1750;FR;;;17215301;NR;;;;;80480.52;period_change;D
621100000;10131;PO;1750;FR;;;17215301;NR;;;;;172000.00;period_change;C
621100000;10131;PO;1750;FR;;;17215301;NR;;;;;91519.48;ending_balance;C
621100000;10131;PO;1501;FR;;;19110101;NR;;;;;1126.83;period_change;D
621100000;10131;PO;1501;FR;;;19110101;NR;;;;;111000.00;period_change;C
621100000;10131;PO;1501;FR;;;19110101;NR;;;;;109873.17;ending_balance;C
621100000;10131;PO;1501;FR;;;16110101;NR;;;;;993.65;period_change;D
621100000;10131;PO;1501;FR;;;16110101;NR;;;;;468000.00;period_change;C
621100000;10131;PO;1501;FR;;;16110101;NR;;;;;467006.35;ending_balance;C
621100000;10131;PO;1500;FR;;;19110901;NR;;;;;37000.00;period_change;C
621100000;10131;PO;1500;FR;;;19110901;NR;;;;;37000.00;ending_balance;C
621100000;10131;PO;1501;FR;;;19220631;NR;;;;;236000.00;period_change;C
621100000;10131;PO;1501;FR;;;19220631;NR;;;;;236000.00;ending_balance;C
621100000;10131;PO;1501;FR;;;19229901;NR;;;;;7631.00;period_change;D
621100000;10131;PO;1501;FR;;;19229901;NR;;;;;17790000.00;period_change;C
621100000;10131;PO;1501;FR;;;19229901;NR;;;;;17782369.00;ending_balance;C
621100000;10131;PO;1500;FR;;;11125001;NR;;;;;171208.42;period_change;D
621100000;10131;PO;1500;FR;;;11125001;NR;;;;;105225000.00;period_change;C
621100000;10131;PO;1500;FR;;;11125001;NR;;;;;105053791.58;ending_balance;C
621100000;10131;PO;1500;FR;;;11125002;NR;;;;;36235.21;period_change;D
621100000;10131;PO;1500;FR;;;11125002;NR;;;;;1586000.00;period_change;C
621100000;10131;PO;1500;FR;;;11125002;NR;;;;;1549764.79;ending_balance;C
621100000;10131;PO;1500;FR;;;11125003;NR;;;;;287492.16;period_change;D
621100000;10131;PO;1500;FR;;;11125003;NR;;;;;13436000.00;period_change;C
621100000;10131;PO;1500;FR;;;11125003;NR;;;;;13148507.84;ending_balance;C
621100000;10131;PO;1500;FR;;;11125301;NR;;;;;1657004.54;period_change;D
621100000;10131;PO;1500;FR;;;11125301;NR;;;;;21675000.00;period_change;C
621100000;10131;PO;1500;FR;;;11125301;NR;;;;;20017995.46;ending_balance;C
621100000;10131;PO;1500;FR;;;11130311;NR;;;;;5500619.54;period_change;D
621100000;10131;PO;1500;FR;;;11130311;NR;;;;;140883198.08;period_change;C
621100000;10131;PO;1500;FR;;;11130311;NR;;;;;135382578.54;ending_balance;C
621100000;10131;PO;1500;FR;;;11130341;NR;;;;;425987.07;period_change;D
621100000;10131;PO;1500;FR;;;11130341;NR;;;;;1869024.87;period_change;C
621100000;10131;PO;1500;FR;;;11130341;NR;;;;;1443037.80;ending_balance;C
621100000;10131;PO;1500;FR;;;11145111;NR;;;;;13748250.79;period_change;D
621100000;10131;PO;1500;FR;;;11145111;NR;;;;;198456000.00;period_change;C
621100000;10131;PO;1500;FR;;;11145111;NR;;;;;184707749.21;ending_balance;C
621100000;10131;PO;1500;FR;;;11145112;NR;;;;;239317.87;period_change;D
621100000;10131;PO;1500;FR;;;11145112;NR;;;;;3500000.00;period_change;C
621100000;10131;PO;1500;FR;;;11145112;NR;;;;;3260682.13;ending_balance;C
621100000;10131;PO;1500;FR;;;11145113;NR;;;;;55264.69;period_change;D
621100000;10131;PO;1500;FR;;;11145113;NR;;;;;2473000.00;period_change;C
621100000;10131;PO;1500;FR;;;11145113;NR;;;;;2417735.31;ending_balance;C
621100000;10131;PO;1501;FR;;;11210401;NR;;;;;2504.11;period_change;D
621100000;10131;PO;1501;FR;;;11210401;NR;;;;;1000.00;period_change;C
621100000;10131;PO;1501;FR;;;11210401;NR;;;;;1504.11;ending_balance;D
621100000;10131;PO;1501;FR;;;11215003;NR;;;;;248459.43;period_change;D
621100000;10131;PO;1501;FR;;;11215003;NR;;;;;2102000.00;period_change;C
621100000;10131;PO;1501;FR;;;11215003;NR;;;;;1853540.57;ending_balance;C
621100000;10131;PO;1501;FR;;;11220101;NR;;;;;214767.43;period_change;D
621100000;10131;PO;1501;FR;;;11220101;NR;;;;;2828000.00;period_change;C
621100000;10131;PO;1501;FR;;;11220101;NR;;;;;2613232.57;ending_balance;C
621100000;10131;PO;1501;FR;;;12415001;NR;;;;;2691.66;period_change;D
621100000;10131;PO;1501;FR;;;12415001;NR;;;;;1146000.00;period_change;C
621100000;10131;PO;1501;FR;;;12415001;NR;;;;;1143308.34;ending_balance;C
621100000;10131;PO;1500;FR;1002;CO;11145113;NR;;;;;13816.17;period_change;D
621100000;10131;PO;1500;FR;1002;CO;11145113;NR;;;;;13816.17;ending_balance;D
621100000;10131;PO;1500;FR;1001;CO;11125003;NR;;;;;119788.58;period_change;D
621100000;10131;PO;1500;FR;1001;CO;11125003;NR;;;;;119788.58;ending_balance;D
621100000;10131;PO;1899;FR;;;13210101;NR;;;;;1075916.56;period_change;D
621100000;10131;PO;1899;FR;;;13210101;NR;;;;;1075916.56;ending_balance;D
621100000;10131;PO;1708;FR;;;13210101;NR;;;;;1264.23;period_change;D
621100000;10131;PO;1708;FR;;;13210101;NR;;;;;1264.23;ending_balance;D
621100000;10131;PO;1500;FR;1002;CO;11130311;NR;;;;;1375154.83;period_change;D
621100000;10131;PO;1500;FR;1002;CO;11130311;NR;;;;;1049.52;period_change;C
621100000;10131;PO;1500;FR;1002;CO;11130311;NR;;;;;1374105.31;ending_balance;D
621100000;10131;PO;1500;FR;1001;CO;11130311;NR;;;;;2291924.81;period_change;D
621100000;10131;PO;1500;FR;1001;CO;11130311;NR;;;;;1749.19;period_change;C
621100000;10131;PO;1500;FR;1001;CO;11130311;NR;;;;;2290175.62;ending_balance;D
621100000;10131;PO;1710;FR;;;13210101;NR;;;;;529740.03;period_change;D
621100000;10131;PO;1710;FR;;;13210101;NR;;;;;529740.03;ending_balance;D
621100000;10131;PO;1500;FR;1001;CO;17215201;NR;;;;;272623.66;period_change;D
621100000;10131;PO;1500;FR;1001;CO;17215201;NR;;;;;272623.66;ending_balance;D
621100000;10131;PO;1500;FR;1002;CO;17215201;NR;;;;;163574.21;period_change;D
621100000;10131;PO;1500;FR;1002;CO;17215201;NR;;;;;163574.21;ending_balance;D
621100000;10131;PO;1500;FR;;;17115111;NR;;;;;48840968.95;period_change;D
621100000;10131;PO;1500;FR;;;17115111;NR;;;;;178660993.73;period_change;C
621100000;10131;PO;1500;FR;;;17115111;NR;;;;;129820024.78;ending_balance;C
621100000;10131;PO;1500;FR;1001;CO;11145113;NR;;;;;23027.04;period_change;D
621100000;10131;PO;1500;FR;1001;CO;11145113;NR;;;;;23027.04;ending_balance;D
621100000;10131;PO;1500;FR;1002;CO;11125003;NR;;;;;71873.13;period_change;D
621100000;10131;PO;1500;FR;1002;CO;11125003;NR;;;;;71873.13;ending_balance;D
621100000;10131;PO;1500;FR;;;17215101;NR;;;;;35565619.89;period_change;D
621100000;10131;PO;1500;FR;;;17215101;NR;;;;;111441123.85;period_change;C
621100000;10131;PO;1500;FR;;;17215101;NR;;;;;75875503.96;ending_balance;C
621100000;10131;PO;1573;FR;;;17125211;NR;;;;;443835.75;period_change;D
621100000;10131;PO;1573;FR;;;17125211;NR;;;;;5851000.00;period_change;C
621100000;10131;PO;1573;FR;;;17125211;NR;;;;;5407164.25;ending_balance;C
621100000;10131;PO;1635;FR;;;17125211;NR;;;;;147945.25;period_change;D
621100000;10131;PO;1635;FR;;;17125211;NR;;;;;1950000.00;period_change;C
621100000;10131;PO;1635;FR;;;17125211;NR;;;;;1802054.75;ending_balance;C
621100000;10131;PO;1750;FR;;;13210101;NR;;;;;2615.33;period_change;D
621100000;10131;PO;1750;FR;;;13210101;NR;;;;;2615.33;ending_balance;D
621100000;10131;PO;1500;FR;;;19229901;NR;;;;;3708831.33;period_change;D
621100000;10131;PO;1500;FR;;;19229901;NR;;;;;0.04;period_change;C
621100000;10131;PO;1500;FR;;;19229901;NR;;;;;3708831.29;ending_balance;D
621100000;10131;PO;1500;FR;1001;CO;11145111;NR;;;;;4131652.96;period_change;D
621100000;10131;PO;1500;FR;1001;CO;11145111;NR;;;;;4131652.96;ending_balance;D
621100000;10131;PO;1500;FR;1002;CO;11145111;NR;;;;;2478991.81;period_change;D
621100000;10131;PO;1500;FR;1002;CO;11145111;NR;;;;;2478991.81;ending_balance;D
621100000;10131;PO;1500;FR;1002;CO;11130341;NR;;;;;106496.69;period_change;D
621100000;10131;PO;1500;FR;1002;CO;11130341;NR;;;;;6.21;period_change;C
621100000;10131;PO;1500;FR;1002;CO;11130341;NR;;;;;106490.48;ending_balance;D
621100000;10131;PO;1500;FR;1001;CO;11130341;NR;;;;;177494.68;period_change;D
621100000;10131;PO;1500;FR;1001;CO;11130341;NR;;;;;10.36;period_change;C
621100000;10131;PO;1500;FR;1001;CO;11130341;NR;;;;;177484.32;ending_balance;D
621100000;10131;PO;1500;FR;1001;CO;11145112;NR;;;;;99053.72;period_change;D
621100000;10131;PO;1500;FR;1001;CO;11145112;NR;;;;;99053.72;ending_balance;D
621100000;10131;PO;1500;FR;1002;CO;11145112;NR;;;;;59432.23;period_change;D
621100000;10131;PO;1500;FR;1002;CO;11145112;NR;;;;;59432.23;ending_balance;D
621100000;10131;PO;1500;FR;;;17115201;NR;;;;;39703.52;period_change;D
621100000;10131;PO;1500;FR;;;17115201;NR;;;;;180740.69;period_change;C
621100000;10131;PO;1500;FR;;;17115201;NR;;;;;141037.17;ending_balance;C
621100000;10131;PO;1706;FR;3110;CO;13210101;NR;;;;;37807.72;period_change;D
621100000;10131;PO;1706;FR;3110;CO;13210101;NR;;;;;37807.72;ending_balance;D
621100000;10131;PO;1755;FR;;;22130101;NR;;;;;22000.00;period_change;D
621100000;10131;PO;1755;FR;;;22130101;NR;;;;;22000.00;ending_balance;D
621100000;10131;PO;1500;FR;;;11125303;NR;;;;;21.11;period_change;D
621100000;10131;PO;1500;FR;;;11125303;NR;;;;;21.11;ending_balance;D
621100000;10131;PO;1500;FR;1001;CO;11125303;NR;;;;;8.80;period_change;D
